"status","code","msg","response__c","response__h","response__l","response__ch","response__cp","response__t","response__s","response__cty","response__ccy","response__exch","response__id","response__tm","info__exchanges","info__sectors","info__server_time","info__credit_count","info___t"
"","","","2.21","2.35","2.20","-0.06","-2.64%","1600423192","SNTX","india","INR","BSE","65247","2020-09-18 09:59:52","","","","",""
"","","","1793.25","1817.70","1786.00","+2.40","0.13%","1611050239","SKFB","india","INR","BSE","65248","2021-01-19 09:57:19","","","","",""
"","","","483.00","489.00","442.30","+35.35","7.9%","1611050375","SOBH","india","INR","BSE","65249","2021-01-19 09:59:35","","","","",""
"","","","9.29","9.47","9.20","+0.11","1.2%","1611051000","SIBK","india","INR","BSE","65250","2021-01-19 10:10:00","","","","",""
"","","","7.85","8.06","7.69","+0.24","3.15%","1611050387","SREI","india","INR","BSE","65251","2021-01-19 09:59:47","","","","",""
"","","","5801.05","5858.30","5799.65","+62.70","1.09%","1611050393","SRFL","india","INR","BSE","65252","2021-01-19 09:59:53","","","","",""
"","","","59.05","60.20","58.90","-0.45","-0.76%","1600423133","STCI","india","INR","BSE","65253","2020-09-18 09:58:53","","","","",""
"","","","66.25","67.40","65.85","+0.25","0.38%","1611051003","SAIL","india","INR","BSE","65254","2021-01-19 10:10:03","","","","",""
"","","","193.00","197.00","185.00","+8.10","4.38%","1611050397","STTE","india","INR","BSE","65255","2021-01-19 09:59:57","","","","",""
"","","","907.25","919.90","888.00","+21.60","2.44%","1611050398","SRID","india","INR","BSE","65256","2021-01-19 09:59:58","","","","",""
"","","","518.75","518.90","503.00","+17.30","3.45%","1611050346","SUTV","india","INR","BSE","65257","2021-01-19 09:59:06","","","","",""
"","","","556.50","565.30","547.90","+9.75","1.78%","1611050123","SNFS","india","INR","BSE","65258","2021-01-19 09:55:23","","","","",""
"","","","373.70","379.90","366.70","+7.10","1.94%","1611050374","SUNT","india","INR","BSE","65259","2021-01-19 09:59:34","","","","",""
"","","","1705.00","1708.00","1671.50","+33.50","2%","1611050365","SUPI","india","INR","BSE","65260","2021-01-19 09:59:25","","","","",""
"","","","6.79","7.08","6.65","-0.20","-2.86%","1611051007","SUZL","india","INR","BSE","65261","2021-01-19 10:10:07","","","","",""
"","","","15.15","16.00","13.55","+0.00","0%","19/03","SBNK","india","INR","BSE","65262","2020-01-19 00:00:00","","","","",""
"","","","528.30","532.00","512.50","+17.90","3.51%","1611050392","TTCH","india","INR","BSE","65263","2021-01-19 09:59:52","","","","",""
"","","","111.80","113.15","109.00","+2.45","2.24%","1611050370","TACO","india","INR","BSE","65264","2021-01-19 09:59:30","","","","",""
"","","","2674.85","2730.00","2500.00","+180.95","7.26%","1611051000","TTEX","india","INR","BSE","65265","2021-01-19 10:10:00","","","","",""
"","","","582.10","592.85","577.55","-2.05","-0.35%","1611050397","TAGL","india","INR","BSE","65266","2021-01-19 09:59:57","","","","",""
"","","","1080.90","1082.75","1061.40","+27.00","2.56%","1611050398","TINV","india","INR","BSE","65267","2021-01-19 09:59:58","","","","",""
"","","","85.65","85.70","82.55","+3.50","4.26%","1611050397","TTPW","india","INR","BSE","65268","2021-01-19 09:59:57","","","","",""
"","","","992.00","992.90","963.00","+16.85","1.73%","1611050287","THMX","india","INR","BSE","65269","2021-01-19 09:58:07","","","","",""
"","","","44.55","45.15","44.00","+0.55","1.25%","1611050397","THOM","india","INR","BSE","65270","2021-01-19 09:59:57","","","","",""
"","","","1514.50","1523.70","1500.55","+10.85","0.72%","1611050399","TITN","india","INR","BSE","65271","2021-01-19 09:59:59","","","","",""
"","","","128.15","129.75","126.05","+1.40","1.1%","1611050245","TNNP","india","INR","BSE","65272","2021-01-19 09:57:25","","","","",""
"","","","2751.90","2790.45","2647.00","+115.30","4.37%","1611050371","TORP","india","INR","BSE","65273","2021-01-19 09:59:31","","","","",""
"","","","340.75","341.20","328.10","+13.70","4.19%","1611050378","TOPO","india","INR","BSE","65274","2021-01-19 09:59:38","","","","",""
"","","","680.00","689.60","656.25","+16.05","2.42%","1611050396","TREN","india","INR","BSE","65275","2021-01-19 09:59:56","","","","",""
"","","","543.50","556.00","541.40","-0.70","-0.13%","1611049760","CHOL","india","INR","BSE","65276","2021-01-19 09:49:20","","","","",""
"","","","31.60","32.20","31.10","+0.95","3.1%","1611050395","TVEB","india","INR","BSE","65277","2021-01-19 09:59:55","","","","",""
"","","","513.90","514.30","500.30","+14.30","2.86%","1611050396","TVSM","india","INR","BSE","65278","2021-01-19 09:59:56","","","","",""
"","","","13.00","13.20","12.96","+0.11","0.85%","1611050360","UCBK","india","INR","BSE","65279","2021-01-19 09:59:20","","","","",""
"","","","373.00","373.05","370.00","+7.40","2.02%","1611050229","UFLX","india","INR","BSE","65280","2021-01-19 09:57:09","","","","",""
"","","","5498.00","5534.70","5392.20","+106.85","1.98%","1611050390","ULTC","india","INR","BSE","65281","2021-01-19 09:59:50","","","","",""
"","","","290.45","304.00","284.80","+4.60","1.61%","1611051000","UNLB","india","INR","BSE","65282","2021-01-19 10:10:00","","","","",""
"","","","32.25","32.30","31.90","+0.45","1.42%","1611050354","UNBK","india","INR","BSE","65283","2021-01-19 09:59:14","","","","",""
"","","","1.420","1.420","1.330","+0.060","4.41%","05:57:19","UNTE","india","INR","BSE","65284","2020-01-19 00:00:00","","","","",""
"","","","1278.75","1311.45","1276.35","-0.55","-0.04%","1611050339","UBBW","india","INR","BSE","65285","2021-01-19 09:58:59","","","","",""
"","","","564.35","570.80","553.90","+3.15","0.56%","1611051000","UPLL","india","INR","BSE","65286","2021-01-19 10:10:00","","","","",""
"","","","33.15","33.35","31.85","+1.80","5.74%","1611050393","USBL","india","INR","BSE","65287","2021-01-19 09:59:53","","","","",""
"","","","348.00","363.50","345.00","+5.90","1.72%","1611050388","VIPI","india","INR","BSE","65288","2021-01-19 09:59:48","","","","",""
"","","","910.00","910.50","892.15","+18.10","2.03%","1611050397","VOLT","india","INR","BSE","65289","2021-01-19 09:59:57","","","","",""
"","","","3713.20","3749.10","3663.25","+33.00","0.9%","1611050059","VSTI","india","INR","BSE","65290","2021-01-19 09:54:19","","","","",""
"","","","131.85","133.05","128.60","+2.45","1.89%","1611050385","WGSR","india","INR","BSE","65291","2021-01-19 09:59:45","","","","",""
"","","","2510.00","2532.45","2484.30","+9.80","0.39%","1611050396","WHIR","india","INR","BSE","65292","2021-01-19 09:59:56","","","","",""
"","","","432.90","439.60","427.75","+1.35","0.31%","1611050392","WIPR","india","INR","BSE","65293","2021-01-19 09:59:52","","","","",""
"","","","527.50","529.65","512.60","+17.15","3.36%","1611051000","WCKH","india","INR","BSE","65294","2021-01-19 10:10:00","","","","",""
"","","","225.00","226.90","220.10","+7.15","3.28%","1611050355","ZEE","india","INR","BSE","65295","2021-01-19 09:59:15","","","","",""
"","","","2012.50","2100.00","1993.00","+49.70","2.53%","1611050389","ZYDS","india","INR","BSE","65296","2021-01-19 09:59:49","","","","",""
"","","","68.10","70.55","64.60","+3.45","5.34%","1611050393","DENN","india","INR","BSE","65297","2021-01-19 09:59:53","","","","",""
"","","","82.05","83.50","81.50","+0.50","0.61%","1611050381","DBCL","india","INR","BSE","65298","2021-01-19 09:59:41","","","","",""
"","","","17780.00","17802.30","17650.05","+150.85","0.86%","1611050396","NEST","india","INR","BSE","65299","2021-01-19 09:59:56","","","","",""
"","","","93.80","96.00","93.25","+0.30","0.32%","1611050242","SEIN","india","INR","BSE","65300","2021-01-19 09:57:22","","","","",""
"","","","14618.95","14934.90","14576.25","-138.90","-0.94%","1611050383","ABOT","india","INR","BSE","65301","2021-01-19 09:59:43","","","","",""
"","","","213.50","221.95","211.55","-1.60","-0.74%","1611050151","IPAP","india","INR","BSE","65302","2021-01-19 09:55:51","","","","",""
"","","","127.00","129.65","127.00","-1.10","-0.86%","1611050353","GETD","india","INR","BSE","65303","2021-01-19 09:59:13","","","","",""
"","","","12.28","12.28","12.00","+0.58","4.96%","1600418261","ARSH","india","INR","BSE","65304","2020-09-18 08:37:41","","","","",""
"","","","4.30","4.37","4.24","-0.06","-1.38%","1600423800","A2ZI","india","INR","BSE","65305","2020-09-18 10:10:00","","","","",""
"","","","221.80","229.00","220.00","+2.05","0.93%","1611050379","BACO","india","INR","BSE","65306","2021-01-19 09:59:39","","","","",""
"","","","5741.05","5773.65","5615.00","+68.50","1.21%","1611050286","BAYE","india","INR","BSE","65307","2021-01-19 09:58:06","","","","",""
"","","","242.00","247.20","240.15","0.00","0%","1608199196","BHRI","india","INR","BSE","65308","2020-12-17 09:59:56","","","","",""
"","","","1640.40","1642.80","1575.00","+21.25","1.31%","1611050393","BLKI","india","INR","BSE","65309","2021-01-19 09:59:53","","","","",""
"","","","15.89","16.17","14.84","+1.14","7.73%","1611051000","BMBK","india","INR","BSE","65310","2021-01-19 10:10:00","","","","",""
"","","","514.30","518.85","502.10","+13.35","2.66%","1611050377","CREI","india","INR","BSE","65311","2021-01-19 09:59:37","","","","",""
"","","","28.65","29.70","28.65","-0.95","-3.21%","1600423172","ELCN","india","INR","BSE","65312","2020-09-18 09:59:32","","","","",""
"","","","21.70","22.10","21.35","-0.20","-0.91%","1600422997","EROS","india","INR","BSE","65313","2020-09-18 09:56:37","","","","",""
"","","","80.70","84.25","80.20","-0.55","-0.68%","1611050171","GRAI","india","INR","BSE","65314","2021-01-19 09:56:11","","","","",""
"","","","63.05","63.30","60.05","+3.10","5.17%","1611050398","HCPR","india","INR","BSE","65315","2021-01-19 09:59:58","","","","",""
"","","","87.20","87.90","81.10","+9.10","11.65%","1611051007","INRL","india","INR","BSE","65316","2021-01-19 10:10:07","","","","",""
"","","","76.50","77.10","74.65","+1.85","2.48%","1611050392","JIND","india","INR","BSE","65317","2021-01-19 09:59:52","","","","",""
"","","","2142.70","2197.95","2122.35","-18.55","-0.86%","1611050394","JKCE","india","INR","BSE","65318","2021-01-19 09:59:54","","","","",""
"","","","327.85","329.95","323.55","+1.90","0.58%","1611051009","JKLC","india","INR","BSE","65319","2021-01-19 10:10:09","","","","",""
"","","","156.60","159.20","156.45","+0.60","0.38%","1611050141","JYOI","india","INR","BSE","65320","2021-01-19 09:55:41","","","","",""
"","","","124.20","125.50","123.25","+1.75","1.43%","1611050345","KIRO","india","INR","BSE","65321","2021-01-19 09:59:05","","","","",""
"","","","107.10","108.75","100.10","+7.60","7.64%","1611051000","LTFH","india","INR","BSE","65322","2021-01-19 10:10:00","","","","",""
"","","","43.80","45.80","43.45","+0.15","0.34%","1611050362","MAGM","india","INR","BSE","65323","2021-01-19 09:59:22","","","","",""
"","","","214.70","217.35","214.20","+0.45","0.21%","1611049628","MAHH","india","INR","BSE","65324","2021-01-19 09:47:08","","","","",""
"","","","1651.00","1653.00","1632.50","+13.30","0.81%","1611050398","MCEI","india","INR","BSE","65325","2021-01-19 09:59:58","","","","",""
"","","","30.30","30.90","29.50","+0.35","1.17%","1611050392","MMTC","india","INR","BSE","65326","2021-01-19 09:59:52","","","","",""
"","","","166.15","167.00","162.90","+3.90","2.4%","1611050393","MNFL","india","INR","BSE","65327","2021-01-19 09:59:53","","","","",""
"","","","143.00","143.00","139.65","+3.45","2.47%","1611050389","MOIL","india","INR","BSE","65328","2021-01-19 09:59:49","","","","",""
"","","","1205.10","1210.60","1170.95","+30.70","2.61%","1611050397","MUTT","india","INR","BSE","65329","2021-01-19 09:59:57","","","","",""
"","","","910.00","916.00","894.60","+17.95","2.01%","1611050396","NATP","india","INR","BSE","65330","2021-01-19 09:59:56","","","","",""
"","","","2524.00","2550.00","2476.00","+18.00","0.72%","1611050376","NITT","india","INR","BSE","65331","2021-01-19 09:59:36","","","","",""
"","","","583.50","591.40","581.00","+3.75","0.65%","1611050394","NSEN","india","INR","BSE","65332","2021-01-19 09:59:54","","","","",""
"","","","56.75","57.80","56.15","+0.55","0.98%","1611050262","ONMO","india","INR","BSE","65333","2021-01-19 09:57:42","","","","",""
"","","","26.75","26.95","25.60","+1.10","4.29%","1611050384","PCJE","india","INR","BSE","65334","2021-01-19 09:59:44","","","","",""
"","","","709.40","710.90","696.25","+20.75","3.01%","1611050191","PLYP","india","INR","BSE","65335","2021-01-19 09:56:31","","","","",""
"","","","57.15","58.30","57.10","+0.80","1.42%","1611050377","PRKI","india","INR","BSE","65336","2021-01-19 09:59:37","","","","",""
"","","","137.00","140.70","133.40","+4.00","3.01%","1611050397","RAID","india","INR","BSE","65337","2021-01-19 09:59:57","","","","",""
"","","","1079.80","1079.80","1037.05","+23.80","2.25%","1611050367","SHCU","india","INR","BSE","65338","2021-01-19 09:59:27","","","","",""
"","","","24.95","25.35","24.95","-0.10","-0.4%","1611050395","SJVN","india","INR","BSE","65339","2021-01-19 09:59:55","","","","",""
"","","","1185.40","1187.00","1169.25","+17.35","1.49%","1611050382","SLIN","india","INR","BSE","65340","2021-01-19 09:59:42","","","","",""
"","","","191.85","192.60","187.80","+5.15","2.76%","1611050375","SPRC","india","INR","BSE","65341","2021-01-19 09:59:35","","","","",""
"","","","130.10","133.00","129.20","+0.75","0.58%","1611050065","SWAN","india","INR","BSE","65342","2021-01-19 09:54:25","","","","",""
"","","","207.90","218.55","204.00","-1.95","-0.93%","1600422956","TEEC","india","INR","BSE","65343","2020-09-18 09:55:56","","","","",""
"","","","33.35","33.85","33.20","+0.20","0.6%","1611051004","TEXA","india","INR","BSE","65344","2021-01-19 10:10:04","","","","",""
"","","","52.55","53.05","51.25","+0.50","0.96%","1611050370","TIME","india","INR","BSE","65345","2021-01-19 09:59:30","","","","",""
"","","","1239.80","1241.00","1184.15","+34.10","2.83%","1611050327","TIMK","india","INR","BSE","65346","2021-01-19 09:58:47","","","","",""
"","","","58.00","59.00","57.75","+0.80","1.4%","1611050391","TITW","india","INR","BSE","65347","2021-01-19 09:59:51","","","","",""
"","","","89.25","92.90","89.10","-0.20","-0.22%","1611050395","TRVT","india","INR","BSE","65348","2021-01-19 09:59:55","","","","",""
"","","","6029.10","6155.00","5911.10","+37.00","0.62%","1611049896","TTKL","india","INR","BSE","65349","2021-01-19 09:51:36","","","","",""
"","","","4.55","4.70","4.45","+0.00","0%","20/03","UBOI","india","INR","BSE","65350","2020-01-19 00:00:00","","","","",""
"","","","1054.05","1072.30","1052.00","+3.40","0.32%","1611050088","VART","india","INR","BSE","65351","2021-01-19 09:54:48","","","","",""
"","","","202.80","212.70","200.15","-2.05","-1%","1611050399","VATE","india","INR","BSE","65352","2021-01-19 09:59:59","","","","",""
"","","","215.55","220.25","213.00","+0.30","0.14%","1611050381","VGUA","india","INR","BSE","65353","2021-01-19 09:59:41","","","","",""
"","","","5558.65","5614.85","5550.00","-9.60","-0.17%","1611050377","WABC","india","INR","BSE","65354","2021-01-19 09:59:37","","","","",""
"","","","675.00","691.90","668.00","+2.40","0.36%","1611050288","NOIN","india","INR","BSE","65355","2021-01-19 09:58:08","","","","",""
"","","","2232.40","2246.15","2205.00","+30.55","1.39%","1611050352","PIIL","india","INR","BSE","65356","2021-01-19 09:59:12","","","","",""
"","","","90.40","91.15","88.15","+3.15","3.61%","1611050388","SPJT","india","INR","BSE","65357","2021-01-19 09:59:48","","","","",""
"","","","1041.00","1046.00","1021.10","+19.40","1.9%","1611050374","SYMP","india","INR","BSE","65358","2021-01-19 09:59:34","","","","",""
"","","","938.50","950.00","935.00","+1.15","0.12%","1611050056","ACCY","india","INR","BSE","65359","2021-01-19 09:54:16","","","","",""
"","","","102.50","105.55","99.90","+2.40","2.4%","1600423173","VIDH","india","INR","BSE","65360","2020-09-18 09:59:33","","","","",""
"","","","32.55","32.75","32.20","+0.40","1.24%","1611050393","NBCC","india","INR","BSE","65361","2021-01-19 09:59:53","","","","",""
"","","","1473.40","1485.00","1428.80","+0.00","0%","1610705400","PVRL","india","INR","BSE","65362","2021-01-15 10:10:00","","","","",""
"","","","379.15","384.95","367.50","+9.65","2.61%","1611050304","FNXC","india","INR","BSE","65363","2021-01-19 09:58:24","","","","",""
"","","","662.75","678.30","656.00","-3.40","-0.51%","1611050383","JUST","india","INR","BSE","65364","2021-01-19 09:59:43","","","","",""
"","","","77.45","77.45","71.80","+7.00","9.94%","1611050220","TBZL","india","INR","BSE","65365","2021-01-19 09:57:00","","","","",""
"","","","2693.00","2736.90","2595.00","+115.15","4.47%","1611050316","VAIB","india","INR","BSE","65366","2021-01-19 09:58:36","","","","",""
"","","","467.60","479.95","461.35","+2.35","0.51%","1611050397","WEST","india","INR","BSE","65367","2021-01-19 09:59:57","","","","",""
"","","","236.00","247.00","235.60","-3.50","-1.46%","1611050383","ZENT","india","INR","BSE","65368","2021-01-19 09:59:43","","","","",""
"","","","1797.70","1813.00","1742.95","+56.60","3.25%","1611050385","AJPH","india","INR","BSE","65369","2021-01-19 09:59:45","","","","",""
"","","","1029.90","1090.75","1025.00","-40.20","-3.76%","1611051000","ALEM","india","INR","BSE","65370","2021-01-19 10:10:00","","","","",""
"","","","1656.00","1663.55","1621.00","+41.75","2.59%","1611050394","ASPT","india","INR","BSE","65371","2021-01-19 09:59:54","","","","",""
"","","","6538.00","6614.95","6512.00","-37.10","-0.56%","1611050396","ATLP","india","INR","BSE","65372","2021-01-19 09:59:56","","","","",""
"","","","1264.00","1319.40","1260.00","+13.70","1.1%","1611050371","BBRM","india","INR","BSE","65373","2021-01-19 09:59:31","","","","",""
"","","","1267.00","1298.80","1221.60","+61.15","5.07%","1611050386","CEAT","india","INR","BSE","65374","2021-01-19 09:59:46","","","","",""
"","","","412.00","428.00","398.55","+11.85","2.96%","1611050397","DCMS","india","INR","BSE","65375","2021-01-19 09:59:57","","","","",""
"","","","92.05","94.40","91.15","+0.45","0.49%","1611050374","FISO","india","INR","BSE","65376","2021-01-19 09:59:34","","","","",""
"","","","82.50","84.80","82.05","-0.35","-0.42%","1611050332","FLFL","india","INR","BSE","65377","2021-01-19 09:58:52","","","","",""
"","","","96.00","96.10","88.00","+8.60","9.84%","1611050377","GATI","india","INR","BSE","65378","2021-01-19 09:59:37","","","","",""
"","","","119.65","122.00","117.90","+3.10","2.66%","1611050398","GICH","india","INR","BSE","65379","2021-01-19 09:59:58","","","","",""
"","","","744.00","744.00","701.00","+47.80","6.87%","1611050399","GRNN","india","INR","BSE","65380","2021-01-19 09:59:59","","","","",""
"","","","713.50","724.35","712.60","-2.20","-0.31%","1611050244","GOLU","india","INR","BSE","65381","2021-01-19 09:57:24","","","","",""
"","","","5800.00","5900.00","5764.55","+7.65","0.13%","1611050122","HWKN","india","INR","BSE","65382","2021-01-19 09:55:22","","","","",""
"","","","1175.40","1195.00","1136.20","+26.15","2.28%","1611050327","HGSL","india","INR","BSE","65383","2021-01-19 09:58:47","","","","",""
"","","","2455.10","2492.70","2432.05","+41.25","1.71%","1611050239","JCHA","india","INR","BSE","65384","2021-01-19 09:57:19","","","","",""
"","","","230.00","231.15","217.35","+14.70","6.83%","1611051000","INBF","india","INR","BSE","65385","2021-01-19 10:10:00","","","","",""
"","","","326.40","335.55","311.85","+14.90","4.78%","1611051000","INRM","india","INR","BSE","65386","2021-01-19 10:10:00","","","","",""
"","","","322.30","328.25","318.85","+6.95","2.2%","1611050395","INOL","india","INR","BSE","65387","2021-01-19 09:59:55","","","","",""
"","","","90.75","91.95","88.65","+3.20","3.66%","1611050377","JKIN","india","INR","BSE","65388","2021-01-19 09:59:37","","","","",""
"","","","245.30","257.85","245.00","+0.50","0.2%","1611050360","KOLT","india","INR","BSE","65389","2021-01-19 09:59:20","","","","",""
"","","","7.65","7.65","6.95","+0.00","0%","1606299002","LVLS","india","INR","BSE","65390","2020-11-25 10:10:02","","","","",""
"","","","160.35","162.30","158.40","+2.10","1.33%","1611050374","MAHN","india","INR","BSE","65391","2021-01-19 09:59:34","","","","",""
"","","","82.95","83.55","80.00","+2.15","2.66%","1611050345","ORCE","india","INR","BSE","65392","2021-01-19 09:59:05","","","","",""
"","","","3.37","3.51","3.23","+0.02","0.6%","1611051000","RTNP","india","INR","BSE","65393","2021-01-19 10:10:00","","","","",""
"","","","257.20","261.95","253.00","+6.20","2.47%","1611050181","RHFL","india","INR","BSE","65394","2021-01-19 09:56:21","","","","",""
"","","","131.05","133.15","126.10","+2.95","2.3%","1611050382","SELA","india","INR","BSE","65395","2021-01-19 09:59:42","","","","",""
"","","","272.10","279.00","269.40","+2.90","1.08%","1611050174","SHCR","india","INR","BSE","65396","2021-01-19 09:56:14","","","","",""
"","","","54.40","58.00","54.30","-2.75","-4.81%","1600423156","SDB","india","INR","BSE","65397","2020-09-18 09:59:16","","","","",""
"","","","405.00","405.00","396.25","+12.05","3.07%","1611050397","SOFT","india","INR","BSE","65398","2021-01-19 09:59:57","","","","",""
"","","","780.75","815.00","755.60","-6.75","-0.86%","1611050391","TTST","india","INR","BSE","65399","2021-01-19 09:59:51","","","","",""
"","","","89.05","89.65","86.80","+3.10","3.61%","1611050367","MINC","india","INR","BSE","65400","2021-01-19 09:59:27","","","","",""
"","","","172.25","173.30","169.05","+5.25","3.14%","1611050360","HIKA","india","INR","BSE","65401","2021-01-19 09:59:20","","","","",""
"","","","352.45","354.00","346.20","+6.80","1.97%","1611050388","GRAN","india","INR","BSE","65402","2021-01-19 09:59:48","","","","",""
"","","","92.00","94.70","91.45","+0.75","0.82%","1611050386","ABDL","india","INR","BSE","65403","2021-01-19 09:59:46","","","","",""
"","","","575.40","597.50","573.00","-13.45","-2.28%","1600422902","FAIC","india","INR","BSE","65404","2020-09-18 09:55:02","","","","",""
"","","","703.45","709.65","695.20","+5.90","0.85%","1611050387","ADRG","india","INR","BSE","65405","2021-01-19 09:59:47","","","","",""
"","","","271.25","281.00","268.30","-0.45","-0.17%","1611050384","AEGS","india","INR","BSE","65406","2021-01-19 09:59:44","","","","",""
"","","","98.60","98.80","94.85","+4.85","5.17%","1611050331","AHFN","india","INR","BSE","65407","2021-01-19 09:58:51","","","","",""
"","","","135.25","137.50","132.65","+3.25","2.46%","1611050385","AJME","india","INR","BSE","65408","2021-01-19 09:59:45","","","","",""
"","","","4760.70","4801.55","4700.10","+68.45","1.46%","1611050391","ALKY","india","INR","BSE","65409","2021-01-19 09:59:51","","","","",""
"","","","379.80","382.40","371.60","+9.60","2.59%","1611050357","APAR","india","INR","BSE","65410","2021-01-19 09:59:17","","","","",""
"","","","184.65","191.00","175.40","+12.65","7.35%","1611050394","APCI","india","INR","BSE","65411","2021-01-19 09:59:54","","","","",""
"","","","963.00","965.00","910.50","+37.15","4.01%","1611050236","APLA","india","INR","BSE","65412","2021-01-19 09:57:16","","","","",""
"","","","124.70","127.65","122.45","+0.30","0.24%","1611051000","ASTM","india","INR","BSE","65413","2021-01-19 10:10:00","","","","",""
"","","","1038.00","1044.40","1009.55","+30.45","3.02%","1611050199","ATOA","india","INR","BSE","65414","2021-01-19 09:56:39","","","","",""
"","","","186.00","186.65","182.50","+2.45","1.33%","1611050201","ATUL","india","INR","BSE","65415","2021-01-19 09:56:41","","","","",""
"","","","510.60","514.95","508.60","+3.80","0.75%","1611050397","AVNT","india","INR","BSE","65416","2021-01-19 09:59:57","","","","",""
"","","","54.55","55.90","52.25","+0.90","1.68%","1611049715","AXIT","india","INR","BSE","65417","2021-01-19 09:48:35","","","","",""
"","","","289.85","295.00","285.10","+2.30","0.8%","1611050053","BFIN","india","INR","BSE","65418","2021-01-19 09:54:13","","","","",""
"","","","198.60","201.75","197.40","-1.30","-0.65%","1611050352","BLIS","india","INR","BSE","65419","2021-01-19 09:59:12","","","","",""
"","","","63.85","65.10","63.60","+0.55","0.87%","1611050351","BLTE","india","INR","BSE","65420","2021-01-19 09:59:11","","","","",""
"","","","137.85","140.00","135.60","+1.85","1.36%","1611049916","BNCO","india","INR","BSE","65421","2021-01-19 09:51:56","","","","",""
"","","","73.75","74.50","72.50","+1.25","1.72%","1611050362","BODA","india","INR","BSE","65422","2021-01-19 09:59:22","","","","",""
"","","","248.65","264.85","248.65","-13.05","-4.99%","1611051000","BORO","india","INR","BSE","65423","2021-01-19 10:10:00","","","","",""
"","","","265.00","268.15","258.10","+5.65","2.18%","1611050391","BRIG","india","INR","BSE","65424","2021-01-19 09:59:51","","","","",""
"","","","517.30","532.00","516.45","-3.90","-0.75%","1611050380","BUTT","india","INR","BSE","65425","2021-01-19 09:59:40","","","","",""
"","","","117.55","118.70","114.05","+4.80","4.26%","1611050366","CAMF","india","INR","BSE","65426","2021-01-19 09:59:26","","","","",""
"","","","360.00","365.75","352.85","+8.00","2.27%","1611050223","CAPG","india","INR","BSE","65427","2021-01-19 09:57:03","","","","",""
"","","","492.80","507.85","482.30","+9.00","1.86%","1611051000","CAPL","india","INR","BSE","65428","2021-01-19 10:10:00","","","","",""
"","","","246.20","255.00","245.70","+0.20","0.08%","1611050373","CCLP","india","INR","BSE","65429","2021-01-19 09:59:33","","","","",""
"","","","24.70","25.50","23.75","+0.40","1.65%","1611051000","CENC","india","INR","BSE","65430","2021-01-19 10:10:00","","","","",""
"","","","3334.00","3410.00","3302.20","-11.70","-0.35%","1611050324","CERA","india","INR","BSE","65431","2021-01-19 09:58:44","","","","",""
"","","","407.35","416.80","402.55","+1.50","0.37%","1611050369","CIGN","india","INR","BSE","65432","2021-01-19 09:59:29","","","","",""
"","","","517.20","529.20","497.05","+16.65","3.33%","1611050390","CNFH","india","INR","BSE","65433","2021-01-19 09:59:50","","","","",""
"","","","232.35","234.35","216.45","+17.20","7.99%","1611050363","CNTE","india","INR","BSE","65434","2021-01-19 09:59:23","","","","",""
"","","","253.85","257.10","237.00","+14.80","6.19%","1611050388","CNTP","india","INR","BSE","65435","2021-01-19 09:59:48","","","","",""
"","","","121.05","126.35","109.85","+11.20","10.2%","1611051000","DATC","india","INR","BSE","65436","2021-01-19 10:10:00","","","","",""
"","","","20.85","21.45","19.50","+1.65","8.59%","1611050387","DCWL","india","INR","BSE","65437","2021-01-19 09:59:47","","","","",""
"","","","782.20","794.00","774.00","+7.45","0.96%","1611050396","DHNP","india","INR","BSE","65438","2021-01-19 09:59:56","","","","",""
"","","","112.10","113.20","110.50","+3.50","3.22%","1611050387","DLIL","india","INR","BSE","65439","2021-01-19 09:59:47","","","","",""
"","","","1015.50","1031.45","1010.10","+3.55","0.35%","1611050398","DPNT","india","INR","BSE","65440","2021-01-19 09:59:58","","","","",""
"","","","306.80","311.30","304.25","+5.95","1.98%","1611050390","DRDG","india","INR","BSE","65441","2021-01-19 09:59:50","","","","",""
"","","","21.90","22.25","21.90","+0.35","1.62%","1611050206","ELST","india","INR","BSE","65442","2021-01-19 09:56:46","","","","",""
"","","","67.40","68.65","66.05","+0.45","0.67%","1611050342","INWN","india","INR","BSE","65443","2021-01-19 09:59:02","","","","",""
"","","","127.75","130.20","126.95","+1.25","0.99%","1611050371","ITEL","india","INR","BSE","65444","2021-01-19 09:59:31","","","","",""
"","","","58.95","61.25","58.65","-1.60","-2.64%","1611050391","SNOW","india","INR","BSE","65445","2021-01-19 09:59:51","","","","",""
"","","","8.380","8.700","8.050","-0.040","-0.48%","1611051001","TIIN","india","INR","BSE","65446","2021-01-19 10:10:01","","","","",""
"","","","203.40","206.20","200.80","+4.15","2.08%","1611050361","WOHL","india","INR","BSE","65447","2021-01-19 09:59:21","","","","",""
"","","","18.20","19.80","17.75","+0.40","2.25%","1611050284","MPIN","india","INR","BSE","65448","2021-01-19 09:58:04","","","","",""
"","","","87.45","89.50","87.40","+0.75","0.87%","1611050203","UFOM","india","INR","BSE","65449","2021-01-19 09:56:43","","","","",""
"","","","190.80","198.00","190.00","-0.65","-0.34%","1611050393","VRLL","india","INR","BSE","65450","2021-01-19 09:59:53","","","","",""
"","","","130.15","132.05","128.00","+1.80","1.4%","1611050380","ACEL","india","INR","BSE","65451","2021-01-19 09:59:40","","","","",""
"","","","219.00","224.70","212.60","+3.80","1.77%","1611050258","HEID","india","INR","BSE","65452","2021-01-19 09:57:38","","","","",""
