"status","code","msg","response__c","response__h","response__l","response__ch","response__cp","response__t","response__s","response__cty","response__ccy","response__exch","response__id","response__tm","info__exchanges","info__sectors","info__server_time","info__credit_count","info___t"
"","","","244.50","249.80","241.20","+5.00","2.09%","1611050395","TVTO","india","INR","NSE","64070","2021-01-19 09:59:55","","","","",""
"","","","13.10","13.25","12.95","+0.20","1.55%","1611050397","UCBK","india","INR","NSE","64071","2021-01-19 09:59:57","","","","",""
"","","","372.10","374.80","366.25","+6.50","1.78%","1611050385","UFLX","india","INR","NSE","64072","2021-01-19 09:59:45","","","","",""
"","","","1590.00","1607.70","1585.00","+12.55","0.8%","1611050398","VENK","india","INR","NSE","64073","2021-01-19 09:59:58","","","","",""
"","","","347.45","364.00","344.60","+4.60","1.34%","1611050399","VIPI","india","INR","NSE","64074","2021-01-19 09:59:59","","","","",""
"","","","3729.90","3751.70","3665.00","+51.15","1.39%","1611050378","VSTI","india","INR","NSE","64075","2021-01-19 09:59:38","","","","",""
"","","","131.90","132.95","129.70","+2.30","1.77%","1611050399","WGSR","india","INR","NSE","64076","2021-01-19 09:59:59","","","","",""
"","","","2520.00","2534.75","2483.15","+35.25","1.42%","1611050399","WHIR","india","INR","NSE","64077","2021-01-19 09:59:59","","","","",""
"","","","236.10","242.75","235.30","-3.65","-1.52%","1611050399","ZENT","india","INR","NSE","64078","2021-01-19 09:59:59","","","","",""
"","","","2000.00","2104.30","1990.00","+14.85","0.75%","1611050399","ZYDS","india","INR","NSE","64079","2021-01-19 09:59:59","","","","",""
"","","","50.10","50.10","50.10","+2.35","4.92%","10/01","DENN","india","INR","NSE","64080","2021-01-10 00:00:00","","","","",""
"","","","81.90","83.55","81.55","+0.45","0.55%","1611050398","DBCL","india","INR","NSE","64081","2021-01-19 09:59:58","","","","",""
"","","","218.85","224.90","216.00","+3.45","1.6%","1611050398","HEID","india","INR","NSE","64082","2021-01-19 09:59:58","","","","",""
"","","","14590.00","14922.00","14568.00","-158.65","-1.08%","1611050399","ABOT","india","INR","NSE","64083","2021-01-19 09:59:59","","","","",""
"","","","127.10","129.70","126.65","-1.15","-0.9%","1611050396","GETD","india","INR","NSE","64084","2021-01-19 09:59:56","","","","",""
"","","","221.70","230.00","220.00","+2.20","1%","1611050394","BACO","india","INR","NSE","64085","2021-01-19 09:59:54","","","","",""
"","","","5745.00","5769.95","5600.00","+81.95","1.45%","1611050399","BAYE","india","INR","NSE","64086","2021-01-19 09:59:59","","","","",""
"","","","15.850","16.150","14.850","+1.100","7.46%","1611050399","BMBK","india","INR","NSE","64087","2021-01-19 09:59:59","","","","",""
"","","","512.00","518.95","504.45","+11.30","2.26%","1611050399","CREI","india","INR","NSE","64088","2021-01-19 09:59:59","","","","",""
"","","","63.200","63.300","60.650","+3.250","5.42%","1611050399","HCPR","india","INR","NSE","64089","2021-01-19 09:59:59","","","","",""
"","","","2820.00","2849.90","2806.90","-19.30","-0.68%","1611050354","ICRA","india","INR","NSE","64090","2021-01-19 09:59:14","","","","",""
"","","","87.100","87.900","81.000","+9.000","11.52%","1611050399","INRL","india","INR","NSE","64091","2021-01-19 09:59:59","","","","",""
"","","","75.900","77.150","75.000","+1.250","1.67%","1611050396","JIND","india","INR","NSE","64092","2021-01-19 09:59:56","","","","",""
"","","","2143.50","2175.15","2106.95","-11.60","-0.54%","1611050399","JKCE","india","INR","NSE","64093","2021-01-19 09:59:59","","","","",""
"","","","327.50","330.00","323.60","+1.60","0.49%","1611050396","JKLC","india","INR","NSE","64094","2021-01-19 09:59:56","","","","",""
"","","","157.00","159.00","156.40","+0.85","0.54%","1611050398","JYOI","india","INR","NSE","64095","2021-01-19 09:59:58","","","","",""
"","","","124.45","125.70","123.60","+1.85","1.51%","1611050399","KIRO","india","INR","NSE","64096","2021-01-19 09:59:59","","","","",""
"","","","545.80","552.00","540.35","+3.75","0.69%","1611050398","KVRI","india","INR","NSE","64097","2021-01-19 09:59:58","","","","",""
"","","","44.000","45.500","43.400","+0.350","0.8%","1611050398","MAGM","india","INR","NSE","64098","2021-01-19 09:59:58","","","","",""
"","","","214.70","218.50","214.25","+0.10","0.05%","1611050390","MAHH","india","INR","NSE","64099","2021-01-19 09:59:50","","","","",""
"","","","1651.95","1657.00","1632.05","+13.55","0.83%","1611050399","MCEI","india","INR","NSE","64100","2021-01-19 09:59:59","","","","",""
"","","","30.350","30.800","30.200","+0.450","1.51%","1611050397","MMTC","india","INR","NSE","64101","2021-01-19 09:59:57","","","","",""
"","","","142.80","143.05","140.35","+3.40","2.44%","1611050399","MOIL","india","INR","NSE","64102","2021-01-19 09:59:59","","","","",""
"","","","2516.00","2553.00","2475.00","+6.15","0.25%","1611050399","NITT","india","INR","NSE","64103","2021-01-19 09:59:59","","","","",""
"","","","583.80","594.45","580.25","+3.70","0.64%","1611050395","NSEN","india","INR","NSE","64104","2021-01-19 09:59:55","","","","",""
"","","","138.200","140.800","133.250","+5.400","4.07%","1611050399","RAID","india","INR","NSE","64105","2021-01-19 09:59:59","","","","",""
"","","","1053.05","1089.00","1047.05","-4.85","-0.46%","1611050397","SHCU","india","INR","NSE","64106","2021-01-19 09:59:57","","","","",""
"","","","25.000","25.350","24.900","-0.050","-0.2%","1611050399","SJVN","india","INR","NSE","64107","2021-01-19 09:59:59","","","","",""
"","","","1180.00","1199.00","1170.00","+9.15","0.78%","1611050397","SLIN","india","INR","NSE","64108","2021-01-19 09:59:57","","","","",""
"","","","129.35","132.95","129.05","-0.30","-0.23%","1611050389","SWAN","india","INR","NSE","64109","2021-01-19 09:59:49","","","","",""
"","","","197.50","206.90","195.00","-2.70","-1.35%","1593165592","TEEC","india","INR","NSE","64110","2020-06-26 09:59:52","","","","",""
"","","","52.50","53.30","51.00","+0.40","0.77%","1611050397","TIME","india","INR","NSE","64111","2021-01-19 09:59:57","","","","",""
"","","","1235.70","1239.90","1203.65","+30.60","2.54%","1611050386","TIMK","india","INR","NSE","64112","2021-01-19 09:59:46","","","","",""
"","","","6030.00","6173.15","5978.05","+48.95","0.82%","1611050389","TTKL","india","INR","NSE","64113","2021-01-19 09:59:49","","","","",""
"","","","1052.15","1074.60","1050.00","-0.50","-0.05%","1611050394","VART","india","INR","NSE","64114","2021-01-19 09:59:54","","","","",""
"","","","203.70","213.00","200.60","-1.10","-0.54%","1611050399","VATE","india","INR","NSE","64115","2021-01-19 09:59:59","","","","",""
"","","","5545.45","5625.00","5545.45","-20.05","-0.36%","1611050381","WABC","india","INR","NSE","64116","2021-01-19 09:59:41","","","","",""
"","","","662.15","678.20","655.50","-4.85","-0.73%","1611050398","JUST","india","INR","NSE","64117","2021-01-19 09:59:58","","","","",""
"","","","1265.00","1279.00","1257.00","+14.65","1.17%","1611050399","BBRM","india","INR","NSE","64118","2021-01-19 09:59:59","","","","",""
"","","","15.15","15.65","15.05","+0.25","1.68%","1611050399","TRIE","india","INR","NSE","64119","2021-01-19 09:59:59","","","","",""
"","","","299.40","303.85","297.05","+2.60","0.88%","1611050385","HEFI","india","INR","NSE","64120","2021-01-19 09:59:45","","","","",""
"","","","1526.00","1542.80","1510.00","+26.60","1.77%","1611050399","PVRL","india","INR","NSE","64121","2021-01-19 09:59:59","","","","",""
"","","","245.70","258.00","242.35","+1.35","0.55%","1611050391","KOLT","india","INR","NSE","64122","2021-01-19 09:59:51","","","","",""
"","","","3600.00","3648.00","3560.30","+49.50","1.39%","1611050383","MHSC","india","INR","NSE","64123","2021-01-19 09:59:43","","","","",""
"","","","2698.05","2750.00","2590.00","+114.00","4.41%","1611050396","VAIB","india","INR","NSE","64124","2021-01-19 09:59:56","","","","",""
"","","","329.70","334.50","318.00","+5.65","1.74%","1611050397","INEE","india","INR","NSE","64125","2021-01-19 09:59:57","","","","",""
"","","","103.85","103.85","98.45","+4.90","4.95%","1611050399","IIAB","india","INR","NSE","64126","2021-01-19 09:59:59","","","","",""
"","","","504.50","519.00","499.20","+4.45","0.89%","1611050399","SDCH","india","INR","NSE","64127","2021-01-19 09:59:59","","","","",""
"","","","493.00","507.60","483.05","+10.05","2.08%","1611050399","CAPL","india","INR","NSE","64128","2021-01-19 09:59:59","","","","",""
"","","","82.80","83.70","82.25","+0.05","0.06%","1611050395","FLFL","india","INR","NSE","64129","2021-01-19 09:59:55","","","","",""
"","","","714.10","725.00","711.00","-1.35","-0.19%","1611050399","GOLU","india","INR","NSE","64130","2021-01-19 09:59:59","","","","",""
"","","","49.40","49.90","48.85","+1.00","2.07%","1611050399","HIMD","india","INR","NSE","64131","2021-01-19 09:59:59","","","","",""
"","","","2540.00","2568.00","2497.70","+43.05","1.72%","1611050398","NAFL","india","INR","NSE","64132","2021-01-19 09:59:58","","","","",""
"","","","2486.00","2493.95","2421.35","+71.75","2.97%","1611050388","JCHA","india","INR","NSE","64133","2021-01-19 09:59:48","","","","",""
"","","","1614.00","1630.00","1595.30","+13.10","0.82%","1611050396","RMT","india","INR","NSE","64134","2021-01-19 09:59:56","","","","",""
"","","","1034.00","1092.00","1026.65","-35.15","-3.29%","1611050399","ALEM","india","INR","NSE","64135","2021-01-19 09:59:59","","","","",""
"","","","161.30","162.35","152.05","+4.30","2.74%","1611050391","MAHN","india","INR","NSE","64136","2021-01-19 09:59:51","","","","",""
"","","","68.50","69.85","67.50","+1.85","2.78%","1611050396","ITCM","india","INR","NSE","64137","2021-01-19 09:59:56","","","","",""
"","","","64.50","64.80","62.45","+2.70","4.37%","1611050399","JMNA","india","INR","NSE","64138","2021-01-19 09:59:59","","","","",""
"","","","187.80","190.50","183.50","+4.55","2.48%","1611050399","PHIL","india","INR","NSE","64139","2021-01-19 09:59:59","","","","",""
"","","","361.00","366.40","355.50","+7.60","2.15%","1611050392","CAPG","india","INR","NSE","64140","2021-01-19 09:59:52","","","","",""
"","","","210.00","216.00","205.30","+6.05","2.97%","1611050382","SUPE","india","INR","NSE","64141","2021-01-19 09:59:42","","","","",""
"","","","1652.50","1666.00","1615.05","+39.55","2.45%","1611050397","ASPT","india","INR","NSE","64142","2021-01-19 09:59:57","","","","",""
"","","","755.00","777.00","705.00","+32.85","4.55%","1611050399","HAPL","india","INR","NSE","64143","2021-01-19 09:59:59","","","","",""
"","","","228.00","229.95","215.30","+7.85","3.57%","1611050366","ORRE","india","INR","NSE","64144","2021-01-19 09:59:26","","","","",""
"","","","84.70","86.70","82.00","+0.95","1.13%","1611050399","SUVP","india","INR","NSE","64145","2021-01-19 09:59:59","","","","",""
"","","","247.00","249.90","245.60","+1.05","0.43%","1611050398","CCLP","india","INR","NSE","64146","2021-01-19 09:59:58","","","","",""
"","","","2190.00","2230.00","2171.55","+37.10","1.72%","1611050399","GRWL","india","INR","NSE","64147","2021-01-19 09:59:59","","","","",""
"","","","257.50","262.00","254.20","+6.00","2.39%","1611050396","RHFL","india","INR","NSE","64148","2021-01-19 09:59:56","","","","",""
"","","","3379.95","3418.20","3300.00","+44.05","1.32%","1611050394","CERA","india","INR","NSE","64149","2021-01-19 09:59:54","","","","",""
"","","","361.10","368.80","358.55","+6.30","1.78%","1611050391","KNRL","india","INR","NSE","64150","2021-01-19 09:59:51","","","","",""
"","","","951.20","965.00","910.10","+25.20","2.72%","1611050398","APLA","india","INR","NSE","64151","2021-01-19 09:59:58","","","","",""
"","","","198.45","202.85","197.25","-0.25","-0.13%","1611050389","BLIS","india","INR","NSE","64152","2021-01-19 09:59:49","","","","",""
"","","","41.60","42.00","40.50","+0.65","1.59%","1611050396","GAPR","india","INR","NSE","64153","2021-01-19 09:59:56","","","","",""
"","","","732.00","744.00","699.80","+36.90","5.31%","1611050399","GRNN","india","INR","NSE","64154","2021-01-19 09:59:59","","","","",""
"","","","414.50","417.45","406.25","+8.25","2.03%","1611050398","MNDA","india","INR","NSE","64155","2021-01-19 09:59:58","","","","",""
"","","","842.95","843.90","825.40","+21.70","2.64%","1611050399","RLXO","india","INR","NSE","64156","2021-01-19 09:59:59","","","","",""
"","","","2695.05","2727.65","2640.00","+41.85","1.58%","1611050362","SUND","india","INR","NSE","64157","2021-01-19 09:59:22","","","","",""
"","","","271.00","278.70","268.40","+0.05","0.02%","1611050398","AEGS","india","INR","NSE","64158","2021-01-19 09:59:58","","","","",""
"","","","92.00","94.85","91.15","+0.85","0.93%","1611050398","ABDL","india","INR","NSE","64159","2021-01-19 09:59:58","","","","",""
"","","","429.00","435.00","428.00","+0.05","0.01%","1611050398","SHME","india","INR","NSE","64160","2021-01-19 09:59:58","","","","",""
"","","","1254.45","1273.95","1245.00","+14.90","1.2%","1611050391","VNTI","india","INR","NSE","64161","2021-01-19 09:59:51","","","","",""
"","","","1015.50","1031.00","1011.00","+3.90","0.39%","1611050399","DPNT","india","INR","NSE","64162","2021-01-19 09:59:59","","","","",""
"","","","351.80","354.05","346.05","+6.40","1.85%","1611050399","GRAN","india","INR","NSE","64163","2021-01-19 09:59:59","","","","",""
"","","","1364.40","1365.00","1300.00","+62.60","4.81%","1611050398","IFBI","india","INR","NSE","64164","2021-01-19 09:59:58","","","","",""
"","","","510.50","524.90","503.60","+2.40","0.47%","1611050396","KEIN","india","INR","NSE","64165","2021-01-19 09:59:56","","","","",""
"","","","60.70","61.65","59.65","+1.75","2.97%","1611050397","TAKE","india","INR","NSE","64166","2021-01-19 09:59:57","","","","",""
"","","","82.70","83.70","80.80","+1.90","2.35%","1611050395","ORCE","india","INR","NSE","64167","2021-01-19 09:59:55","","","","",""
"","","","2449.00","2470.60","2421.40","+37.05","1.54%","1611050394","VMAR","india","INR","NSE","64168","2021-01-19 09:59:54","","","","",""
"","","","1141.05","1150.00","1115.55","+16.70","1.49%","1611050399","DALB","india","INR","NSE","64169","2021-01-19 09:59:59","","","","",""
"","","","127.65","128.90","124.15","+3.65","2.94%","1611050399","JKPA","india","INR","NSE","64170","2021-01-19 09:59:59","","","","",""
"","","","897.60","917.90","891.85","+7.05","0.79%","1611050392","KPRM","india","INR","NSE","64171","2021-01-19 09:59:52","","","","",""
"","","","1036.00","1049.00","1022.00","+16.50","1.62%","1611050396","SYMP","india","INR","NSE","64172","2021-01-19 09:59:56","","","","",""
"","","","89.05","89.90","86.10","+3.35","3.91%","1611050391","MINC","india","INR","NSE","64173","2021-01-19 09:59:51","","","","",""
"","","","1266.00","1299.00","1218.00","+59.15","4.9%","1611050399","CEAT","india","INR","NSE","64174","2021-01-19 09:59:59","","","","",""
"","","","236.00","237.15","231.65","+5.70","2.48%","1611050390","KRBL","india","INR","NSE","64175","2021-01-19 09:59:50","","","","",""
"","","","127.95","130.40","126.65","+1.60","1.27%","1611050399","ITEL","india","INR","NSE","64176","2021-01-19 09:59:59","","","","",""
"","","","510.00","515.00","509.00","+4.95","0.98%","1611050397","AVNT","india","INR","NSE","64177","2021-01-19 09:59:57","","","","",""
"","","","312.80","315.75","306.90","+7.75","2.54%","1611050322","ITDC","india","INR","BSE","64178","2021-01-19 09:58:42","","","","",""
"","","","190.50","196.55","190.40","-1.10","-0.57%","1611050398","VRLL","india","INR","NSE","64179","2021-01-19 09:59:58","","","","",""
"","","","186.90","192.00","186.85","-2.10","-1.11%","1611050391","PNCI","india","INR","NSE","64180","2021-01-19 09:59:51","","","","",""
"","","","420.00","423.40","406.00","+13.90","3.42%","1611050399","ADAI","india","INR","NSE","64181","2021-01-19 09:59:59","","","","",""
"","","","26.35","26.35","26.35","+0.00","0%","1598262990","CODE","india","INR","NSE","64182","2020-08-24 09:56:30","","","","",""
"","","","124.90","127.60","124.50","+1.15","0.93%","1611050369","SHKE","india","INR","NSE","64183","2021-01-19 09:59:29","","","","",""
"","","","1597.10","1635.00","1567.10","+16.60","1.05%","1611050394","LUXI","india","INR","NSE","64184","2021-01-19 09:59:54","","","","",""
"","","","470.50","489.00","453.10","+19.70","4.37%","1611050399","NARY","india","INR","NSE","64185","2021-01-19 09:59:59","","","","",""
"","","","2750.00","2780.00","2689.45","+52.70","1.95%","1611050398","TLSV","india","INR","NSE","64186","2021-01-19 09:59:58","","","","",""
"","","","149.00","149.75","146.30","+3.75","2.58%","1611050398","JINA","india","INR","NSE","64187","2021-01-19 09:59:58","","","","",""
"","","","82.95","83.60","80.85","+1.50","1.84%","1611050397","IFIB","india","INR","NSE","64188","2021-01-19 09:59:57","","","","",""
"","","","75.25","76.40","74.70","+0.95","1.28%","1611050399","EQHL","india","INR","NSE","64189","2021-01-19 09:59:59","","","","",""
"","","","122.30","122.60","120.35","+2.45","2.04%","1611050399","PAMF","india","INR","NSE","64190","2021-01-19 09:59:59","","","","",""
"","","","949.00","955.05","940.00","+5.50","0.58%","1611050398","THYO","india","INR","NSE","64191","2021-01-19 09:59:58","","","","",""
"","","","282.75","286.15","280.55","+2.60","0.93%","1611050399","UJVF","india","INR","NSE","64192","2021-01-19 09:59:59","","","","",""
"","","","68.50","74.85","68.00","+0.00","0%","1591869599","MAID","india","INR","NSE","64193","2020-06-11 09:59:59","","","","",""
"","","","574.50","608.25","571.20","-15.10","-2.56%","1611050396","QUEC","india","INR","NSE","64194","2021-01-19 09:59:56","","","","",""
"","","","4094.95","4169.80","4051.70","+86.10","2.15%","1611050396","LRTI","india","INR","NSE","64195","2021-01-19 09:59:56","","","","",""
"","","","321.00","325.00","315.10","+5.90","1.87%","1611050399","ADEN","india","INR","NSE","64196","2021-01-19 09:59:59","","","","",""
"","","","420.50","425.00","418.00","+5.15","1.24%","1611050399","DIBL","india","INR","NSE","64197","2021-01-19 09:59:59","","","","",""
"","","","74.10","74.95","73.85","+0.10","0.14%","1611050399","FRTL","india","INR","NSE","64198","2021-01-19 09:59:59","","","","",""
"","","","2581.70","2622.95","2305.00","+205.85","8.66%","1611050399","LTEH","india","INR","NSE","64199","2021-01-19 09:59:59","","","","",""
"","","","874.00","898.60","868.65","-2.40","-0.27%","1611050398","VARB","india","INR","NSE","64200","2021-01-19 09:59:58","","","","",""
"","","","364.00","364.75","358.05","+8.20","2.3%","1611050399","LAUL","india","INR","NSE","64201","2021-01-19 09:59:59","","","","",""
"","","","2021.00","2050.00","1938.10","+92.80","4.81%","1611050388","SHEF","india","INR","NSE","64202","2021-01-19 09:59:48","","","","",""
"","","","931.10","945.00","910.10","+15.75","1.72%","1611050395","TCIE","india","INR","NSE","64203","2021-01-19 09:59:55","","","","",""
"","","","621.50","621.50","613.60","+8.55","1.39%","1611050399","BSEL","india","INR","NSE","64204","2021-01-19 09:59:59","","","","",""
"","","","522.05","524.75","508.00","+16.40","3.24%","1611050399","CENA","india","INR","NSE","64205","2021-01-19 09:59:59","","","","",""
"","","","616.50","624.25","610.80","+5.70","0.93%","1611050393","ERIS","india","INR","NSE","64206","2021-01-19 09:59:53","","","","",""
"","","","413.25","415.00","410.05","+4.20","1.03%","1611050397","SECR","india","INR","NSE","64207","2021-01-19 09:59:57","","","","",""
"","","","366.50","369.00","364.20","+2.00","0.55%","1611050398","COCH","india","INR","NSE","64208","2021-01-19 09:59:58","","","","",""
"","","","102.00","103.75","100.60","+0.55","0.54%","1611050398","STAT","india","INR","NSE","64209","2021-01-19 09:59:58","","","","",""
"","","","15258.00","15600.00","15182.00","-57.70","-0.38%","1611050399","DIXO","india","INR","NSE","64210","2021-01-19 09:59:59","","","","",""
"","","","544.10","548.00","537.40","+5.05","0.94%","1611050397","GODE","india","INR","NSE","64211","2021-01-19 09:59:57","","","","",""
"","","","142.65","145.50","140.60","+3.65","2.63%","1611050391","DSHM","india","INR","NSE","64212","2021-01-19 09:59:51","","","","",""
"","","","893.00","909.50","872.15","+21.20","2.43%","1611050391","MASF","india","INR","NSE","64213","2021-01-19 09:59:51","","","","",""
"","","","243.25","244.50","235.10","+3.15","1.31%","1611050393","IIAN","india","INR","NSE","64214","2021-01-19 09:59:53","","","","",""
"","","","338.05","341.85","333.35","+3.10","0.93%","1611050399","RELL","india","INR","NSE","64215","2021-01-19 09:59:59","","","","",""
"","","","436.00","437.80","420.50","+22.10","5.34%","1611050398","MALO","india","INR","NSE","64216","2021-01-19 09:59:58","","","","",""
"","","","849.00","850.00","822.00","+24.70","3%","1611050396","TBEI","india","INR","NSE","64217","2021-01-19 09:59:56","","","","",""
"","","","2552.00","2628.60","2543.10","+8.90","0.35%","1611050399","AMBE","india","INR","NSE","64218","2021-01-19 09:59:59","","","","",""
"","","","2141.00","2175.00","2097.00","+34.90","1.66%","1611050397","GALX","india","INR","NSE","64219","2021-01-19 09:59:57","","","","",""
"","","","160.45","162.00","160.10","+0.65","0.41%","1611050399","ATRD","india","INR","NSE","64220","2021-01-19 09:59:59","","","","",""
"","","","970.40","989.45","966.00","+8.95","0.93%","1611050399","HIAE","india","INR","NSE","64221","2021-01-19 09:59:59","","","","",""
"","","","342.60","342.65","333.85","+10.45","3.15%","1611050399","BARA","india","INR","NSE","64222","2021-01-19 09:59:59","","","","",""
"","","","435.00","436.65","425.80","+8.05","1.89%","1611050396","ICCI","india","INR","NSE","64223","2021-01-19 09:59:56","","","","",""
"","","","40.60","41.00","40.30","+0.40","1%","1611050394","LEMO","india","INR","NSE","64224","2021-01-19 09:59:54","","","","",""
"","","","321.00","325.50","320.00","+1.45","0.45%","1611050399","INAC","india","INR","NSE","64225","2021-01-19 09:59:59","","","","",""
"","","","230.00","237.65","229.05","+1.90","0.83%","1611050399","ONTE","india","INR","NSE","64226","2021-01-19 09:59:59","","","","",""
"","","","420.00","424.75","418.95","+3.30","0.79%","1611050396","VARE","india","INR","NSE","64227","2021-01-19 09:59:56","","","","",""
"","","","997.20","997.20","966.50","+47.45","5%","1611050399","ADNA","india","INR","NSE","64228","2021-01-19 09:59:59","","","","",""
"","","","262.00","262.50","259.50","+2.85","1.1%","1611050399","RITS","india","INR","NSE","64229","2021-01-19 09:59:59","","","","",""
"","","","2483.00","2496.70","2432.00","+54.45","2.24%","1611050388","FINO","india","INR","NSE","64230","2021-01-19 09:59:48","","","","",""
"","","","415.00","430.00","413.75","-5.85","-1.39%","1611050397","TCNS","india","INR","NSE","64231","2021-01-19 09:59:57","","","","",""
"","","","750.00","768.95","749.45","+1.20","0.16%","1611050398","CRDE","india","INR","NSE","64232","2021-01-19 09:59:58","","","","",""
"","","","89.15","90.30","88.80","+0.20","0.22%","1611050393","IRCN","india","INR","NSE","64233","2021-01-19 09:59:53","","","","",""
"","","","1904.90","1960.80","1872.15","-12.15","-0.63%","1611050398","AVAS","india","INR","NSE","64234","2021-01-19 09:59:58","","","","",""
"","","","358.00","360.85","349.30","+5.75","1.63%","1611050399","ADAG","india","INR","NSE","64235","2021-01-19 09:59:59","","","","",""
"","","","174.90","177.00","173.85","+2.35","1.36%","1611050398","CHAL","india","INR","NSE","64236","2021-01-19 09:59:58","","","","",""
"","","","128.50","129.50","123.40","+4.95","4.01%","1601027993","ARVF","india","INR","NSE","64237","2020-09-25 09:59:53","","","","",""
"","","","31.30","31.80","31.10","+0.05","0.16%","1611050399","RAIV","india","INR","NSE","64238","2021-01-19 09:59:59","","","","",""
"","","","2220.00","2227.95","2155.35","+32.70","1.49%","1611050398","METP","india","INR","NSE","64239","2021-01-19 09:59:58","","","","",""
"","","","1201.35","1219.00","1190.00","+7.10","0.59%","1611050399","POLC","india","INR","NSE","64240","2021-01-19 09:59:59","","","","",""
"","","","110.50","115.15","110.15","-0.50","-0.45%","1601027998","KPIE","india","INR","NSE","64241","2020-09-25 09:59:58","","","","",""
"","","","12.65","12.85","12.20","+0.00","0%","1580802308","DENA","india","INR","NSE","64643","2020-02-04 07:45:08","","","","",""
"","","","587.20","599.85","583.10","0.00","0%","27/12","CAPF","india","INR","NSE","64644","2020-01-19 00:00:00","","","","",""
"","","","117.10","124.30","114.80","+1.10","0.95%","1611050398","GATE","india","INR","NSE","64645","2021-01-19 09:59:58","","","","",""
"","","","8.50","8.60","8.35","+0.15","1.8%","1611046225","HCNS","india","INR","NSE","64646","2021-01-19 08:50:25","","","","",""
"","","","6.75","7.05","6.55","0.00","0%","1611046234","HDIL","india","INR","NSE","64647","2021-01-19 08:50:34","","","","",""
"","","","7.30","7.40","7.00","+0.25","3.55%","1611050399","JAIA","india","INR","NSE","64648","2021-01-19 09:59:59","","","","",""
"","","","113.20","113.20","113.20","-5.95","-4.99%","1611050007","JET","india","INR","NSE","64649","2021-01-19 09:53:27","","","","",""
"","","","2232.65","2254.00","2209.95","0.00","0%","1580802308","MNSN","india","INR","NSE","64650","2020-02-04 07:45:08","","","","",""
"","","","3.00","3.00","2.95","+0.10","3.45%","1611046097","RELV","india","INR","NSE","64651","2021-01-19 08:48:17","","","","",""
"","","","86.80","87.20","83.75","+3.15","3.77%","1611050399","SCI","india","INR","NSE","64652","2021-01-19 09:59:59","","","","",""
"","","","7.90","8.10","7.60","+0.30","3.95%","1611050396","SREI","india","INR","NSE","64653","2021-01-19 09:59:56","","","","",""
"","","","93.50","95.90","93.15","-0.05","-0.05%","1611050399","SEIN","india","INR","NSE","64654","2021-01-19 09:59:59","","","","",""
"","","","142.65","145.00","142.20","+1.10","0.78%","1611046209","ICNT","india","INR","NSE","64655","2021-01-19 08:50:09","","","","",""
"","","","290.50","290.50","285.15","+8.40","2.98%","1611050397","RUCL","india","INR","NSE","64656","2021-01-19 09:59:57","","","","",""
"","","","2.90","3.15","2.90","-0.15","-4.92%","1611046220","KDAI","india","INR","NSE","64657","2021-01-19 08:50:20","","","","",""
"","","","67.65","68.70","66.00","+0.85","1.27%","1611050398","INWN","india","INR","NSE","64658","2021-01-19 09:59:58","","","","",""
"","","","5.85","5.85","5.85","+0.00","0%","1593424634","MANB","india","INR","NSE","64659","2020-06-29 09:57:14","","","","",""
"","","","42.65","43.15","42.25","+0.45","1.07%","1611046190","NAVR","india","INR","NSE","64660","2021-01-19 08:49:50","","","","",""
"","","","313.90","316.70","306.95","+9.05","2.97%","1611050399","ITDC","india","INR","NSE","64661","2021-01-19 09:59:59","","","","",""
"","","","160.05","165.00","160.00","-0.20","-0.12%","1611050399","DPFE","india","INR","NSE","64743","2021-01-19 09:59:59","","","","",""
"","","","111.55","113.40","109.55","+2.30","2.11%","1611050399","TACO","india","INR","NSE","64744","2021-01-19 09:59:59","","","","",""
"","","","128.65","129.80","126.25","+2.30","1.82%","1611050395","TNNP","india","INR","NSE","64745","2021-01-19 09:59:55","","","","",""
"","","","89.75","92.80","89.15","+0.30","0.34%","1611050391","TRVT","india","INR","NSE","64746","2021-01-19 09:59:51","","","","",""
"","","","582.10","603.10","582.00","-1.25","-0.21%","1611050394","RKFO","india","INR","NSE","64747","2021-01-19 09:59:54","","","","",""
"","","","328.00","335.80","311.20","+17.15","5.52%","1611050397","INRM","india","INR","NSE","64748","2021-01-19 09:59:57","","","","",""
"","","","271.20","275.15","268.00","+2.40","0.89%","1611050396","SHCR","india","INR","NSE","64749","2021-01-19 09:59:56","","","","",""
"","","","346.30","350.95","344.00","+4.25","1.24%","1611050396","SHAB","india","INR","NSE","64750","2021-01-19 09:59:56","","","","",""
"","","","3.35","3.55","3.35","-0.05","-1.47%","1611050349","SINT","india","INR","NSE","64751","2021-01-19 09:59:09","","","","",""
"","","","2.35","2.45","2.35","0.00","0%","1611050394","RLIC","india","INR","NSE","64752","2021-01-19 09:59:54","","","","",""
"","","","21431.00","21601.75","21313.25","+243.70","1.15%","1611050371","TMIN","india","INR","BSE","64993","2021-01-19 09:59:31","","","","",""
"","","","1391.35","1417.70","1343.00","+46.40","3.45%","1611051000","ABB","india","INR","BSE","64994","2021-01-19 10:10:00","","","","",""
"","","","1714.95","1720.40","1691.00","+13.90","0.82%","1611050359","ACC","india","INR","BSE","64995","2021-01-19 09:59:19","","","","",""
"","","","29.25","30.35","28.35","-0.55","-1.85%","1607589261","ABAN","india","INR","BSE","64996","2020-12-10 08:34:21","","","","",""
"","","","529.25","532.15","510.00","+22.00","4.34%","1611050380","ADEL","india","INR","BSE","64997","2021-01-19 09:59:40","","","","",""
